clientid,recency,frequency,monetaryvalue,avgtransactionvalue
6f16947d-09c0-4a0b-bee1-232821fbe1fd,58,1,395.52,395.52
6f4c9ae4-f262-4ec6-ba7b-fac13acc79f8,46,6,6287.63,1047.94
6f54da3f-9765-44a3-999e-000057a325f9,58,6,6308.91,1051.48
6f6d05d9-6c92-45c1-89f3-53bbb0e45108,94,4,2020.24,505.06
6f752bd7-642c-45e2-870a-47e00dc2ac59,11,3,660.81,220.27
6ffb8385-a41a-4bbb-aa14-7eeb39197dbc,33,3,1660.1399999999999,553.38
700bc0de-6e5a-40ce-b74f-c78a7b90d80a,30,12,11552.59,962.72
701762d9-b650-4093-8366-57ea9e299517,376,1,462.85,462.85
704025dd-1831-459b-9daf-41ba98a68524,255,2,1000.8100000000001,500.4
707f23d3-2587-4bf6-9423-9c13510ed7e1,440,2,974.77,487.38
70b1c3ec-7e23-424e-94fe-9eb89b91cd29,21,5,4555.07,911.01
70d6e4f2-9ad6-434f-942b-81668a53d025,60,8,5941.87,742.73
70fdcb05-1cd5-4ef9-a2ce-fefff9323b06,12,6,3999.5299999999997,666.59
7122b67c-41b0-4b12-80b2-bd31dfbc72f9,270,1,2057.35,2057.35
715b80cf-5d96-47ec-94aa-8ee7a0433611,317,3,2373.08,791.03
717610fd-b0cf-47ca-a75c-41dbafeacf28,16,10,11194.95,1119.5
71853df8-50ac-449b-9835-3b0594411c5a,37,10,6801.67,680.17
719b1f48-dfac-4304-992b-fac6e7f8b0dd,8,7,4136.49,590.93
71a26878-b849-40be-96c2-ddbd257bcdf8,36,11,7736.62,703.33
71ae5fbf-4219-4ee4-9fb1-55864598abba,26,7,8618.13,1231.16
71b22728-0b3b-4ba6-9924-8db945367e0c,313,2,546.91,273.46
71ecb969-45fe-485e-a3ed-e66caa9f05f9,155,11,9180.34,834.58
721692e4-65fd-4690-8215-cafa7cd8086a,2,2,691.41,345.7
7217b9c6-41b7-4436-961e-52d32b807879,215,9,6126.76,680.75
721d836f-5817-4bb9-abb9-3f973127d940,6,11,7446.82,676.98
722af4de-1ac0-41a3-b346-9432beff477f,70,8,7840.64,980.08
722bbe04-316a-462b-b481-e8e31226268e,15,9,8025.509999999999,891.72
7250fac3-83e2-498e-98ee-e612dac510ed,294,5,3409.61,681.92
7251798f-df04-4e77-b80f-6c06e4565215,29,6,5650.139999999999,941.69
72752a86-8ee8-4bfd-a4d4-574da0049786,47,8,5953.17,744.15
72b80755-7255-472d-b3a1-48e561a6fce5,501,3,872.19,290.73
72d558e8-1bf9-4d64-8b6c-a826c6e14925,99,5,5491.74,1098.35
72d6d17a-40f0-4cea-b02b-d4d2db982c30,375,6,6595.83,1099.3
72db5c6c-f6e9-45b0-8a2f-a49397479f74,119,7,5976.5199999999995,853.79
72e236d2-d885-4eca-aa60-bc3eaa600eef,131,3,2540.79,846.93
72f27b58-1986-4cdd-a113-905dfe9463d1,46,10,8591.31,859.13
731b4d77-5e44-49e4-a336-6e2dae163312,185,10,5838.63,583.86
731f1387-1057-469b-9d05-adbbf588a05f,8,7,6521.16,931.59
732a80f8-006b-4728-8710-dfd30802dd7f,90,4,3909.22,977.3
732f5901-3e71-422c-adff-fb8a3072e176,35,6,3653.85,608.98
736cb53a-9149-4e7e-8958-f03c473a9d36,311,1,185.13,185.13
7372e841-b135-45d4-badd-fcde879ee1b7,4,12,9853.09,821.09
73741ab5-9e6e-4072-9eb3-c4824b263b44,187,7,3733.25,533.32
73c7fe8f-fa88-40bb-8494-dbca78e23fd7,8,8,6593.49,824.19
7409a828-7fd9-4880-bec0-f300315be0df,8,4,3848.9,962.22
740aadeb-07cf-4224-aeec-fc9846cf58c2,438,1,101.86,101.86
742f94cb-b0c1-4c97-8af6-63e7b2d5d884,14,5,3604.7799999999997,720.96
7431b166-b982-4be0-96e2-dd42999b4f09,52,8,8875.970000000001,1109.5
743b5b5b-8221-4d6c-8c2a-84d7fd12ebaf,338,1,539.08,539.08
7440505c-663c-4370-9a4c-118a1a7a4d79,80,10,8024.299999999999,802.43
744f79e2-70d4-4f4b-8c07-dfd11c07814a,112,2,3142.94,1571.47
7453d399-259e-49c1-bc68-839bd2a17ae8,12,3,2965.51,988.5
74589d3e-a2a0-4ac1-af8b-cd1861bb9c4b,103,6,5156.38,859.4
74a6cb3f-064b-461e-bb0f-36f01cc0abcd,123,4,4427.3099999999995,1106.83
74d110d8-5e2c-40e4-8e14-880ff4636539,94,5,5464.23,1092.85
751f17d7-2485-49b8-80b7-7ac096812ff8,78,11,6737.4800000000005,612.5
754cd980-9e63-463f-8c42-6436bd713929,82,1,731.49,731.49
754e50a5-f82e-4026-b32f-f313398fa038,48,10,8956.2,895.62
755822fd-b5f4-45f2-93a2-82ac99ebcc90,221,8,5203.56,650.45
757b4755-e49d-4a7d-ad6b-e02840605857,80,9,6814.01,757.11
7594e795-c939-4dd8-9447-dc27026eee91,358,1,92.01,92.01
759dbee7-2cb0-4571-acee-f3fe5ea3af50,428,3,2112.17,704.06
75e556b8-f54b-4892-977d-c74b2551a217,12,9,9009.539999999999,1001.06
763e33ce-b7d4-49bd-9cab-e2eab68aa5ea,100,3,2587.3500000000004,862.45
7691b5a8-8fa1-4f8e-9e58-ec53bd973b49,135,4,3197.04,799.26
76a58614-cf40-442c-a70c-faae68c80e16,26,6,3538.34,589.72
76fa268e-6517-4753-9043-ce9252938ee9,135,6,2101.17,350.2
7709ae24-ac3a-49b2-908c-41ce8d9f245f,80,11,8521.380000000001,774.67
775d2907-e258-45b7-8725-9b983205df08,58,6,4536.0,756.0
77f9c72c-5865-4e0e-a170-daa25ab7d657,232,10,4684.05,468.4
78133574-8932-4f75-91a2-ae2267d4faa3,14,5,2325.52,465.1
78294401-413a-4a2b-85ee-df26e000d271,8,9,7759.5,862.17
785c2c12-4db3-4a90-8407-6f5e537a6ff0,117,6,7485.889999999999,1247.65
785fbcca-de9f-4901-bc73-3b74897757a4,24,7,4838.24,691.18
787255f9-7c78-441f-8ca0-ee0aff1e390a,143,6,3731.3900000000003,621.9
7891d96e-9910-4148-9f23-9e4c0c35dc98,187,4,3239.13,809.78
78a7eace-ddb0-4a75-af76-8211c1dc8fef,261,4,2294.2,573.55
78abf35e-911e-4df3-b6e5-e63f07738eeb,180,7,6079.32,868.47
78b7460a-8916-49c5-9b5f-75e8bf405f38,341,1,499.23,499.23
78e4dbde-a693-4154-b7f9-f24ea89e7f48,30,8,3849.09,481.14
78f8d397-24e0-49eb-ae75-a86e118491c2,709,1,488.35,488.35
78f905b1-570f-40f5-9554-394fe9861fac,41,6,4045.2000000000003,674.2
78ff0e1a-e552-4b03-bc49-d182e5545453,87,8,8681.79,1085.22
7905d296-b6dd-43f4-b34a-78cf9ca43507,190,7,5828.03,832.58
79256d7a-86e0-489e-a775-54ccf5fc2657,107,9,7557.13,839.68
795f06fb-0a05-4d48-8815-eaf17166e8f6,7,6,5061.11,843.52
7980fb32-5048-463e-9220-e95353672b8b,148,10,7786.55,778.66
7992f783-9b0f-42a6-a462-06b1bdd191a2,182,5,3698.0,739.6
799a8431-da30-488a-af43-607d5e4eb144,275,1,1416.05,1416.05
79e4a3b4-faf0-4b58-89c4-3d24a470fcf5,232,3,937.98,312.66
79fae1dd-1f65-49cf-a2a3-d50a844f15fd,52,10,8166.9400000000005,816.69
7a181eaa-fc50-40b7-8a70-fad0c68978d6,29,12,9608.25,800.69
7a31c200-a575-4075-9ac8-13215ac5a7cf,52,6,4488.55,748.09
7a9e5547-45c4-4818-a4b6-7c67aa221c70,27,8,5792.97,724.12
7aa13aec-84fb-4e7b-a052-3bc4ee8e2fbc,7,6,3693.2200000000003,615.54
7ae1107e-4c3a-4735-8f01-ae7b036e1f5f,298,2,960.9599999999999,480.48
7ae666aa-8dcb-4a5f-a9cd-e3a436f26845,30,6,3297.37,549.56
7af0bd04-442e-4c2e-ad3f-30718a738cda,24,8,6032.07,754.01
7b1de2aa-70bf-40e9-9904-84649bdf79ef,211,7,4641.75,663.11
7b59a567-0fa9-4e07-97f6-0d510cb66a98,150,1,980.36,980.36
7b995d05-b766-4adc-834d-8bcbcc02a8b8,448,4,1958.3999999999999,489.6
7b9b1b02-75cd-4966-aae0-f53b63bbb0ec,54,6,7271.75,1211.96
7bbf91e1-a704-4ff6-a28d-41c3be790110,31,13,10744.15,826.47
7bfb31ed-065b-45be-90d4-c9670f787b8f,627,1,2029.9,2029.9
7c430ff1-fa77-4fda-9f7d-a4176394efb9,344,2,771.31,385.66
7c615b88-9d11-46d6-9c7a-5e898b8f1e44,180,4,2271.1400000000003,567.79
7c926bb5-2381-4e3e-a03e-21de7faa535c,96,11,9423.98,856.73
7cb3ff28-48e4-488b-a7e3-9916d0fffc4d,22,12,6467.17,538.93
7cb78667-1256-4a48-b6a2-5fc8261d8a9c,656,2,2869.2799999999997,1434.64
7cbc6712-91ea-4b6d-ba80-6a8700b699d8,69,10,8389.18,838.92
7cc65725-d8e1-4876-99ca-607122ce138f,21,7,7004.27,1000.61
7cdd7e56-25de-43d7-801b-f06f316ac585,364,1,485.28,485.28
7ce3000d-b4bd-4cde-b36b-6b708ace01e6,57,7,6751.39,964.48
7d07ad1d-cc2a-44f3-9550-968886cd7f7d,12,13,6340.0199999999995,487.69
7d17257c-e3dd-4437-afc3-205bb904dc3f,129,5,5754.79,1150.96
7d230861-2eaf-41b4-8c5c-ce661fcc9dc2,254,2,2422.0099999999998,1211.0
7d29113d-d455-4c77-b951-55e49b3a4dc3,55,8,10772.8,1346.6
7d36d10d-cf70-4978-9bb6-52cc8482001d,37,6,3488.41,581.4
7d3d71f2-ed67-455e-8378-1d4f2c305f86,64,9,7330.94,814.55
7d4bd541-1a96-4295-82ad-aa5a7403a58f,80,14,10159.84,725.7
7d9da5dd-ab77-4f18-96bc-6cc93e5f0c0d,13,12,5308.58,442.38
7dbca8a2-a0fe-4ec9-9267-2809e7a16211,32,13,8270.869999999999,636.22
7dcc9731-f790-43a7-aeb9-1e10a3397f47,30,7,10643.58,1520.51
7dddd1fd-0f41-43d1-9bd3-a7acd13d1c9c,21,1,158.1,158.1
7df566cf-2c24-47d1-8dec-20bb92508d34,14,9,9862.02,1095.78
7dfa34a5-686d-48c0-8cd6-f5e1d1979fd5,341,2,1960.94,980.47
7e250953-3c11-4724-8c08-0b8a17b7ff72,104,5,4759.639999999999,951.93
7e4635d5-3985-4acc-ba32-9874c43e5cb6,75,12,7576.79,631.4
7e95591e-47ee-40e8-b4be-f4366e8ed671,700,1,299.58,299.58
7eeed369-61a4-4063-a55c-9925d6ea8c4e,323,2,1081.6,540.8
7ef4d59e-99ac-4a12-9bbd-698257d4b7ed,67,8,4690.71,586.34
7ef949d3-4988-43d2-a1e0-1c0ec83f097f,36,8,4605.64,575.71
7f201c73-59ea-4f62-9813-6ee6bcd6084c,10,9,5454.29,606.03
7f48e300-b29d-44ba-bc42-d3fb1c317791,38,3,916.15,305.38
7f54f09c-86db-4060-80ba-23aa8b2a84be,250,1,1651.72,1651.72
7f70424e-0127-42a0-b373-b882adee6e29,211,2,2284.89,1142.44
7f93d7d8-c6ee-43ab-80ca-890e524ab6c3,2,5,3605.25,721.05
7f9495bf-59b0-4670-8a75-9ab45b506444,66,9,8106.04,900.67
7fae24b0-da39-4af2-9348-14aadfead771,117,8,5685.11,710.64
7fe090b7-48d8-4bd7-8589-bf7ae17b900c,342,4,4585.05,1146.26
800e11eb-cc77-45c4-a150-66cd4916395c,36,9,5313.01,590.33
8029a87c-98c8-4ebb-bcc7-1ad55b05897e,182,8,5530.46,691.31
802c74ee-8c9b-444d-b181-3e39381fafc6,77,4,3069.2,767.3
80392f09-737d-4305-b7fc-4cc8ac3ed62a,33,7,3277.29,468.18
807415d9-43be-4a28-9bc1-e7092be7d7f5,61,8,3711.24,463.9
80b21345-2f88-4e06-ab83-384aa9dc0ba7,183,3,2454.3,818.1
80cd1d80-bdb7-40b7-917e-18b2604c90c6,100,6,4760.82,793.47
810fa741-7dba-4d25-89ce-ef9c3d813661,214,4,3375.25,843.81
81127689-51b2-4ff2-bd03-bbd3c00f96c7,240,4,4358.54,1089.64
81454b36-4824-415e-83ac-5fac84b514a5,66,4,2512.7599999999998,628.19
8150ae7e-4b18-415f-9eb6-39568e63b9ef,0,8,7994.59,999.32
819d0c27-1090-4e96-a229-4bf99f14d0cf,260,1,462.9,462.9
81c47fda-83ae-476c-a921-f419761f5204,365,2,2182.35,1091.18
81dab6e8-aa1a-42af-b3fc-5625e990fb7e,219,7,4074.0,582.0
8232d365-4a2d-434c-a6d0-e0b44673e7da,62,1,1188.6,1188.6
8284e917-b656-4472-ba09-4eae6840e436,45,11,6990.26,635.48
8297fe5d-c787-4e90-8795-b4624d18c8c2,311,5,3720.2200000000003,744.04
82e02972-aa8b-4e21-991d-2e64510b4d63,630,1,86.34,86.34
82e50258-c63f-420c-8f07-531c97cf88ea,0,13,12696.18,976.63
82ea0dda-ed10-43a8-8db6-4cad46a09afe,602,1,108.79,108.79
83362cc0-699d-4ac1-bc2b-4af34c208752,5,10,9472.039999999999,947.2
83367443-c286-4c2d-9484-edd9ea35fee9,46,10,6813.36,681.34
8341733c-ffd4-48e0-aefc-4cd4d1053646,32,2,1007.77,503.88
8356cb4d-b6ea-44f1-add4-3861776491b8,260,5,2827.01,565.4
8390a2eb-5d3b-449b-95b2-f2d2c3f00a06,78,11,10365.33,942.3
83fe7229-ba9a-4671-a6f6-048283924fd8,332,1,2406.6,2406.6
84272e3a-a88b-4b12-aa34-2cf52a39ecd6,31,10,7012.4400000000005,701.24
842f5897-6ebb-476a-a361-ce9d187a86be,151,3,1644.2199999999998,548.07
844a8dbd-be16-4b13-8244-477b51355484,47,2,1284.04,642.02
844d0137-a406-4427-be61-e86f13c3682a,131,7,5962.43,851.78
84b67e3f-93fe-4b47-8874-4ca52502418f,27,10,10350.47,1035.05
84c61477-42eb-45c2-a5a4-f3ef1ef1fcf0,55,6,6630.83,1105.14
85246377-8778-4d48-bf87-a7047c872b5d,26,12,12397.23,1033.1
85390c1c-3c42-4be9-b144-47ee5e23aa37,71,2,1866.0100000000002,933.01
85644d51-e3a5-44ec-a46b-7897ae320dab,120,3,1190.22,396.74
8577124e-e6e1-4d05-813c-c2e2b975bc7a,27,4,1514.1200000000001,378.53
85831acc-eb07-40da-ad65-48dae7fd4008,35,9,5663.38,629.26
85b248f3-3fa3-4565-b06a-c33733aff93c,115,2,1401.06,700.53
85c70698-478e-467d-8efa-250d0257ef91,174,1,1868.2,1868.2
85daebaf-838d-4e88-adec-c8f3f69d0358,55,8,6644.26,830.53
85def8ed-6d17-4ba1-b58d-e3051f5513c2,286,2,306.6,153.3
860e1523-5176-4325-8aba-480903e5118d,100,8,6079.79,759.97
861e9f19-1bbb-4266-aea2-89dcd003b379,39,8,5840.91,730.11
86233cc0-c40d-4279-8e4b-f24f5275822e,221,1,652.22,652.22
86262856-0f45-4d70-9aad-ee73cc4afde9,457,2,2183.56,1091.78
86a2ba3e-6b5f-4f68-a1ea-1ebcc790fd99,10,9,7741.57,860.17
86bdfe82-8097-419e-b524-167949f0ef9c,73,8,6554.92,819.36
86c4806b-4438-4240-8ef5-a44990d4673a,207,2,3192.23,1596.12
8789f42b-1176-4a39-9c7d-6d9f949b2429,8,8,5617.2,702.15
87b79357-a5d5-45a4-a5a1-952e52b4ee93,66,11,7663.65,696.7
87becab7-5ad9-4740-b6ec-3e33db3b485b,20,10,6741.099999999999,674.11
87cdbddb-7f13-4852-852a-b358afaa2340,184,12,10264.44,855.37
87ee8013-4c02-482d-a979-ece60498064f,61,13,8597.63,661.36
880989ee-02fb-4501-a536-4237f0495b93,64,11,8531.54,775.59
881dd205-ed14-4259-9dcf-9b3b17f61daa,133,11,8569.64,779.06
88441695-04f5-4ac0-8721-7293db38827a,8,4,6154.16,1538.54
88576089-afd0-4ac4-bd6a-c256332df02f,81,8,4599.93,574.99
8860ddc5-a0a5-4f4c-9b40-027a08296241,31,10,7223.04,722.3
88733880-6885-47ae-8007-28026c2103b8,189,5,3881.23,776.25
8874d361-5eb0-450a-b4d8-7bd038ae9be2,291,6,4449.84,741.64
887c858d-2262-4238-804d-2d6b467fb0f9,82,11,6395.91,581.45
88843ac2-9fdd-4260-ac47-21ceb3d373f2,7,13,9380.26,721.56
889a9c94-f682-4ae2-8e37-8de7d465244e,47,3,3154.4900000000002,1051.5
88e4980c-8474-48b2-9a0c-802206c74a6c,18,13,9219.53,709.19
890b2a4a-dd33-4fb9-ba6f-855fca9bcdcb,119,10,8641.04,864.1
890ddc05-bbdb-4d96-b901-a03730b8b166,186,3,1663.52,554.51
89116e8a-661c-4134-a85c-5bbd41dd6141,78,11,7815.57,710.51
891fc980-6a30-4bdf-a624-f939f5e26b1c,33,7,6345.099999999999,906.44
8926f3e3-7e8a-436c-bb08-3f62979e596d,118,3,1858.9499999999998,619.65
8936140d-991f-48aa-89e9-5622fad27597,19,10,11124.54,1112.45
893e1a97-5c44-44db-ad91-ee3884a3b467,247,5,4245.91,849.18
894cd346-b873-4339-af21-6d5968c57937,40,10,5457.95,545.79
89710c76-a6da-4c1e-9a91-1c29a747762e,416,1,1103.91,1103.91
89b6f0ac-1e42-44b7-8ba0-cf7488cc79be,33,8,8518.64,1064.83
89ca50e8-f173-48f7-9df2-8a4912a658ca,110,13,13657.529999999999,1050.58
8a4119c2-6103-4036-9105-00cae0373f46,147,9,7172.41,796.93
8a8b72be-415e-463c-9715-114dbf0ef97d,269,7,5455.12,779.3
8ab6911a-7827-4578-9912-76f4933070ac,121,2,953.46,476.73
8add7e40-7e17-4602-8a89-50d6d8c4fa17,19,7,8822.71,1260.39
8ae733b3-9fa3-40d3-ace5-c2a5f2f8b473,202,6,4722.75,787.12
8b3cac0e-6854-4c5d-bc52-5fd5bd1473e5,27,5,3084.2,616.84
8b404835-dff5-4027-ae73-bf4ab5b370d5,117,3,979.03,326.34
8b7a0b2a-610c-4760-862c-17807f324580,304,2,1268.24,634.12
8baf4a0e-d5c2-4ae6-af30-7bc9a18917b9,209,7,5167.41,738.2
8bb5fbc3-37ea-40b7-a6d7-ca39f243ae3b,12,8,4643.39,580.42
8bf6fb78-89f9-498a-8f6c-2cd38af272d0,65,7,4959.63,708.52
8bf81c16-308b-4b91-a509-231db897313f,45,3,3144.65,1048.22
8c066a28-84c2-4391-9f75-45a5aa7047dc,9,11,8784.18,798.56
8c0d51e1-b450-492b-b192-6c990c0c39a7,91,6,7262.87,1210.48
8c235117-aee2-4d65-b180-712635a8183f,170,5,2798.84,559.77
8c3314ac-0a54-444f-a7e6-a6747fa79122,55,3,3684.5,1228.17
8c4eaad0-b05b-4422-9f49-4079d79feccc,58,15,10336.73,689.12
8c51add4-f878-4948-9618-e8388a306468,19,9,6554.54,728.28
8c55827e-ea94-40e9-b029-75cd7329103a,107,2,2506.25,1253.12
8c638189-e0e0-4d89-a26e-0ef7067ec8f9,26,10,5605.14,560.51
8c84f086-26c7-4328-9db4-b2d1869d4717,8,12,4623.07,385.26
8cbf6382-2641-46bb-8651-5cf20f0c9fa0,122,12,10125.55,843.8
8ce5761a-bfe6-4c3a-84a1-ee8696915d78,41,5,3559.98,712.0
8ceb25cf-6086-4edc-a099-e9f3125c6319,187,5,3913.18,782.64
8cf5ef66-0a1c-40f3-990d-e7be26700ff9,144,8,7827.4,978.42
8d01beb9-fb66-48b9-befb-973f37218e6b,14,8,8186.990000000001,1023.37
8d14b18e-2a41-49c7-996f-f8bda3cab06d,44,13,8136.33,625.87
8d261fc0-e0ab-42dd-92e7-35dd95ceb861,55,2,986.76,493.38
8d35004b-1427-486f-9a61-5d2252af285a,76,6,3651.96,608.66
8d421f64-3715-4072-a8d6-6853c6596517,107,4,2554.82,638.71
8d50b63a-972a-4a78-bdf2-7b33bbdb2e81,414,1,1154.08,1154.08
8d5d45ce-6c0c-4014-9eb1-a2ef3f87dacb,214,11,12074.15,1097.65
8d66dc46-2283-4620-9304-36b28a9696a6,172,2,1862.5500000000002,931.28
8d6a4661-3994-4698-aef6-7c4057de2d85,97,12,9527.91,793.99
8d8eb3c8-4cd2-4976-8cc0-26b438c9df7f,128,6,5960.87,993.48
8d9f4c53-fcf9-4da5-ab10-f5deceb3097c,39,9,5641.55,626.84
8deb7ab2-7273-482c-a159-fe712e15442f,69,1,1715.75,1715.75
8dec7e93-d330-417c-86e4-4ff59bf3edba,24,11,7647.63,695.24
8e1ec192-6918-4dc1-8d86-c6dc350d7f1c,378,4,2537.52,634.38
8e1f28d1-3d8c-4561-8119-39158f10cf6f,167,2,1480.42,740.21
8e2fcfc6-6fdf-4436-a4c5-8caa9230dcdc,73,4,2943.45,735.86
8e3c6ddf-d8c7-4604-bc95-9207f7a34e3e,81,4,2564.62,641.16
8e4f7f25-eac0-4879-96d9-71e82ae074a0,25,4,1883.3600000000001,470.84
8e64fbb2-bfca-4584-912d-2b61f1aaf01e,89,13,9485.34,729.64
8e6914b9-e193-4c62-aaae-7bb80892ff77,335,1,698.68,698.68
8ea86a54-4882-4c98-bf50-f88076e70c51,138,3,2424.92,808.31
8ec7c124-ad7a-4c5b-9eb2-94405a1f03c7,3,11,9033.21,821.2
8eca6ee4-5a9a-4d01-a484-fb918e4726d6,126,5,3782.0299999999997,756.41
8ede6012-e59e-4011-ac79-5e47337ae4af,60,9,4677.97,519.77
8efc9529-a886-48d9-b796-4d2b84404b3a,7,10,10362.810000000001,1036.28
8f1992f6-0584-4341-9669-fafbeea8e4d0,68,3,3071.63,1023.88
8f311866-c582-4f7a-ab4f-cf8a29bd93e9,124,13,9956.04,765.85
8f3c1825-7adb-4f2b-bd77-8d557cdfc90b,121,5,3520.67,704.13
8f4c1b26-d5aa-488a-9f45-b0f22f31b7db,54,2,2211.05,1105.53
8f8b785c-4287-4323-83d9-ae0840a16ead,51,7,5500.51,785.79
8fdbba65-1701-4fc9-ad70-21b5ff859184,139,2,2340.54,1170.27
8fe3d028-6732-41cc-9be7-36c561f03f9f,151,13,5958.96,458.38
8fe8e5de-0645-447c-ae8f-b5ded9f31ee4,4,10,9804.83,980.48
8fefbef0-dd20-461f-8a80-d5438d5d938c,85,8,9076.02,1134.5
901270bf-d05a-4568-9f02-976157d0dfe6,33,4,1266.67,316.67
9012da76-8753-4d4b-a7c4-1f0105babfdc,12,11,5599.75,509.07
90608984-d7ed-49ab-ad20-e6ec69459b0e,27,9,7247.8099999999995,805.31
9065281a-95d2-4cb6-9163-073ec253fc3e,231,1,683.46,683.46
906bcd84-3461-4c7b-9fe7-53f63e1fc0f5,423,2,846.36,423.18
90972aca-4b28-43b0-ae99-af1ebe2001a2,191,3,3190.76,1063.59
9098d0c3-5ad0-44e5-8b53-682d782344c5,5,12,8439.92,703.33
90baf1be-2ba4-4e7a-94fc-6cdb5055ea50,16,11,8715.42,792.31
90c7621c-c1eb-47ec-9a6b-3309e7c296a3,38,13,10108.37,777.57
90e842bc-e606-47de-b7e9-7150867f57c5,6,5,6740.77,1348.15
90fb9d62-7de7-40c3-a151-62be743de8fd,659,1,155.13,155.13
910ae361-8845-463a-a3a7-80aee5ccce0e,168,3,2355.05,785.02
91256b62-4f1b-4a6e-84a6-6d904335c1fd,7,12,10597.61,883.13
912ee8ae-db9a-48c4-a37d-f112434d7af3,9,11,4703.34,427.58
91454286-40a4-48ba-95aa-b4ad7a9844d9,161,4,1530.22,382.56
9146e1c2-f816-41ac-9bb5-7dfb0a82548a,150,1,279.05,279.05
91599099-462e-451d-9d1a-08b251f3d85b,61,3,1292.76,430.92
9168bf85-ce4b-43bd-9f98-929a71b6bd0e,80,7,5661.77,808.82
917a55b6-5eb7-4e23-92c2-c7d3a31012e9,423,3,2065.96,688.65
918f23df-8da3-48fa-881f-c04c10b7601d,132,8,3055.78,381.97
91b0e77e-a0fa-48c2-9b04-9dc9bc7d39b5,52,9,8045.07,893.9
91c3e43c-8c74-465f-90ad-f2d55d4ac555,186,11,11701.65,1063.79
91c6edc8-48a3-4420-a410-e3b7f68ce1c5,246,7,7712.92,1101.85
91dbea48-1a4d-445f-81ec-8a44247d4627,120,2,1821.2,910.6
91de5aae-9f17-4432-8266-bd6566b0ccba,27,11,10497.83,954.35
92014bef-76b3-4e20-a64d-5f8b0b582688,236,8,5985.0,748.12
920e994d-cafb-4516-8117-210fa0f9251e,6,10,9303.95,930.4
920ec3b2-96f3-4815-91fb-a41d118657a7,64,2,2195.07,1097.54
92132c54-8852-4ec8-9c03-3adacf0f8009,188,5,6812.75,1362.55
923404f5-5568-4b67-a722-42b6253f5a84,183,11,7695.49,699.59
92483584-98a6-46a3-b25d-719f49313397,104,10,6631.13,663.11
9252e50d-f006-4c93-8ec5-8249e7d489d5,92,9,5356.33,595.15
9259e827-8114-4f89-9972-123b5f0ebcca,660,2,681.6600000000001,340.83
925f0708-1389-4dac-b52c-09113bdbf9e2,20,7,6124.99,875.0
926e958c-efc6-4840-8bb9-5207997cb7de,46,2,1325.52,662.76
9276f027-a444-4c6c-aa08-4fc016c1c61a,89,10,8215.37,821.54
92c9260d-f7a2-410f-934f-cd7f90ac93a4,538,1,961.92,961.92
92f6fd2b-57d7-49ed-a0be-336569b89034,525,1,385.96,385.96
92fda019-2ced-4523-b009-2d952abe5f0a,129,3,4009.19,1336.4
93377bf1-815e-49a4-b796-1551fdcee7bb,37,5,3890.81,778.16
933cd519-9637-46e1-82c5-e5830122be57,294,4,2770.58,692.64
934f1c02-2b4d-4188-86f1-7322cd2a576d,476,2,1234.3400000000001,617.17
93654182-80c1-4dec-ad05-2c9ca1deb1ad,1,9,6362.62,706.96
936bf28d-6e7d-4304-bae4-5a80d625f3bd,75,10,6548.8099999999995,654.88
93c5d2aa-54fd-4d5e-b9a6-8284e412add6,34,10,7546.7300000000005,754.67
93fa737b-20d6-4e7d-81c2-146087d2dd7b,15,8,5136.05,642.01
9419bb4a-de85-4f0b-a2e3-80fd073bcfac,362,3,3709.13,1236.38
944b9daa-b64b-485d-b794-471b31d8e893,125,10,7577.86,757.79
944c7454-bad1-4c37-8fbb-d4e84155f9e6,65,9,4671.469999999999,519.05
9477b45e-179d-4eba-a19f-403a46121da2,188,2,1010.05,505.02
94949d2d-b458-40ba-a5e8-056da539a2f6,263,1,527.9,527.9
94d96750-2554-4f0b-8ed9-bce8d570e29a,35,12,10493.33,874.44
94f7f438-405e-4200-ace9-2f5d561db48d,225,6,5673.44,945.57
954f7511-d00b-4132-9839-79e5bb50e7ac,142,9,4259.0599999999995,473.23
9550c7eb-a215-409e-9f3f-6c7e508acace,40,8,3480.05,435.01
955f74c3-734c-4abb-ac0b-f78576771774,121,4,2636.39,659.1
9576f7dd-6a78-477b-a02c-55073c0c26e5,24,9,6488.2300000000005,720.91
957d9051-139c-4294-ae2a-3b6c95125ef9,62,10,7149.889999999999,714.99
9598a811-4958-403b-8c8f-e72cf4ff293b,54,11,9837.02,894.27
95acc0d4-772b-4d00-958f-7cff02c78f43,229,1,677.61,677.61
95aea164-093b-469c-b829-7d39f66eb0a5,226,2,1065.58,532.79
95b6199a-a36e-4a24-b8f6-2ec38e8c6988,36,14,6144.29,438.88
95bdf16f-6154-487c-8be9-8c0bff31d9bb,80,4,3754.04,938.51
95f05d66-9b94-415c-a77c-484d391d0ff8,64,8,6197.07,774.63
96052a53-72a2-40d2-956f-361a0167080e,211,3,2841.44,947.15
9622b4bd-6307-459c-9be6-d5b7da1b2574,90,9,4967.2699999999995,551.92
965bb3ad-8677-4813-baf1-cceecb57bf88,474,3,1249.93,416.64
96a40453-01aa-46be-9f9b-be9357af79c2,279,4,1095.7,273.92
96b9840a-987a-4981-9c48-dea3b33d075f,39,8,5589.14,698.64
96c2e286-1c39-4855-9660-9340f977d92c,4,9,7130.21,792.25
96e88b33-ed09-4ee9-ba2c-844e89dbe563,23,12,7366.85,613.9
