Username,location,date,content,Rating,Category
Peter Halpern,US,"May 6, 2023Verified","Not that great. Will cancel again.1. Poor substitutions for what I truly ordered. This is why I stopped using PTF years ago, and I’ll probably cancel again. You provide the ability to have a customer curate what foods they desire, but then make mistakes / bad substituions in EVERY order. 2. I live in Florida, the packages are barely cool when delivered. All of the ice has melted already. 3. Lack of response to emailed feedback.Date of experience: April 03, 2023",2,Pharma
Allard Jobson,US,"Feb 28, 2023Verified","I really enjoyed my Personal Trainer meals!I really enjoyed my two weeks of meals from Personal Trainer Food. The breakfasts were my favorite! All the meals defrosted super quickly and didn't get soggy. I highly recommend this service for busy people who care about what they are putting in their bodies!Date of experience: January 30, 2023",5,Pharma
Linda G,US,"Mar 13, 2024Verified","Great food and Company The food plan is very good, meals are tasty. I liked the idea of ordering just two weeks of food. Too my mistake I didn’t know it was a subscription I had to cancel the order . Customer service was excellent they were helpful and took care my issue.  I would recommend this company to any one looking too better there health.Date of experience: March 12, 2024",5,Pharma
MJP,US,"Dec 30, 2024Verified","Great FoodPTF had great food choices and very easy to prepare!  Date of experience: December 02, 2024",5,Pharma
Breanne L,NL,"Jul 4, 2024Verified","Love the grab and go convenience for…Love the grab and go convenience for healthy, low or no carb foods! Customer service is outstanding and they just added NEW options! As a customer for over 9 years, PTF is my go to when life gets busy. Date of experience: June 05, 2024",5,Pharma
Michele D,US,"Dec 11, 2023Verified","I love this meal plan so muchI love this meal plan so much. I've been a customer on and off since 2013, just because I love the convenience. My ONLY reason for deducting a star is because I wish there were more soy-free protein options. But, I still have a pretty good variety, so I'm happy 😊Date of experience: November 27, 2023",4,Pharma
Tia Mccune,US,"Jul 11, 2023Verified","Listen I’m a mother of 5Listen I’m a mother of 5! Yes 5 lol …. Trying to stay fit while having to meal prep is sometimes impossible but with personal trainer food it was a no brainer! I stayed in a calorie deficit without all the prep and calculating. So delicious thank you!Date of experience: June 12, 2023",5,Pharma
Mitu,US,"Dec 17, 2024Verified","The food is really bad and just rubbery…The food is really bad and just rubbery and soggy at the same time. Does not taste good at all. It tastes stale and not fresh.Date of experience: December 02, 2024",1,Pharma
PATRICE B,US,"Oct 25, 2022Verified","More Garlic Butter Sauce, Please!I would have given 5 stars but I am disappointed only one 8 oz garlic butter sauce comes with a 28 day plan. In my opinion, atleast two 8 oz garlic butter sauces should come with a 28 day plan.Date of experience: October 24, 2022",4,Pharma
Peter Wyckoff,US,"Dec 2, 2022Verified","The food arrived and it was greatThe food arrived and it was great.  I had an issue with a few missing items and they expedited them to me, no questions asked.  Once I had received some snacks that were past their best by date.  They immediately rushed me replacements.  They have excellent customer service and definitely help me eat better!Date of experience: October 29, 2022",5,Pharma
Arizona Customer,US,"Jan 30, 2024Verified","I am really enjoying the food!!I am really enjoying the food!!! I am a return customer and I am very pleased with the variety of food options. This program is easy to follow and extremely convenient. I would recommend PTF to anyone looking for a weight loss program that is simple and effective!Date of experience: January 02, 2024",5,Pharma
Suzie H,US,"Apr 18, 2023Verified","Easy to looseSo easy to follow. I’ve lost 9 pounds in 11days. I went out with friends one night and ate chicken Caesar salad and still lost.  If you like spicey I recommend Buffalo chicken bites, spicey chicken tenders, and Nashville hot chicken sticks. I’m not a vegetable lover but I preferred broccoli, Lima beans, oriental stir fry and the baked mix. If you follow you will loose.Date of experience: April 03, 2023",5,Pharma
Susan Ball,US,"Jul 16, 2024Verified","I got severe diarrhea after 3;days of…I got severe diarrhea after 3;days of eating the food. I know it was the PT food that caused it because that is the only food I was eating.  I contacted PT by email and explained what happened and asked for a refund.  I go a reply that they wanted me to mail the unused portion back to them.  I asked for a mailing label to be sent and got no replyDate of experience: July 02, 2024",1,Pharma
Ryan,US,"Jan 3, 2024Verified","Food is good, customer service is lackingThe food tastes good as usual. I still have not received my order of 4 packs of the chocolate shakes form 2 orders ago so I gave up.. SO the 2 stars is mostly derived from poor customer service.Date of experience: December 05, 2023",2,Pharma
Faith,US,"Jan 31, 2023Verified","My husband and I were pleasedMy husband and I are very pleased with the food and the written instructions on how to prepare, what you can and can't eat. We did the custom pack because neither of us eats breakfast and ordered protein, veggies and snacks. The food was well seasoned. We did add a mixed green salad with fresh veggies to each meal. It was filling and although my husband didn't have a problem eating the required meals, I stayed full and had a hard time eating all the meals. I think the salad helped. I highly recommend PTF.Date of experience: January 26, 2023",5,Pharma
Lou Pham,US,"Feb 21, 2024Verified","Beyond impressed!We are completely impressed with the quality of the food. Fresh and delicious. So much variety and flavor. I love how they’ve completely prepared everything which makes dinner time easy and quick and delicious and healthy!Date of experience: January 24, 2024",5,Pharma
Pat  C,US,"Nov 21, 2023Verified","The simple truth is that with ease of…The simple truth is that with ease of use, volume decreases.  If you know you only have to warm up two packets for lunch and two for dinner, then temptations disappear.  Your only goal is to stick to it, do not supplement.  It works.  It removes proximity to buying and planning food!Date of experience: October 23, 2023",5,Pharma
Stacie,US,"Jan 16, 2023Verified","Breakfasts taste good, but...Breakfasts taste good, but always at least half of them show up crushed into tiny pieces. Also, I pay extra to get food on day requested, and it sometimes still shows up a day later.Date of experience: December 28, 2022",2,Pharma
Carrie V,US,"Apr 4, 2023Verified","This plan is great if you have a big freezerThis plant is easy to follow, and the food is very tasty and healthy. The large box that it comes in is kind of unwieldy and hard to dispose of because of all the Styrofoam. In addition to that the 28 day plan is very hard to fit in my freezer, but aside from the logistics, the food is really good and the plan does work! You can get a 14 day plan, but that’s twice as many boxes and it cost more.Date of experience: March 20, 2023",3,Pharma
Dean,US,"Oct 11, 2022Verified","The breakfast omelettes with either the…The breakfast omelettes with either the bacon and/or sausage tasted horrible and stale.  Seems as if the meats were thawed and then frozen again.  The cheese used in the omelettes had no flavor to them.  Very unsatisfied this time around in the quality and taste.Date of experience: September 15, 2022",3,Pharma
Kathi French,US,"Mar 17, 2024Verified","Bad Customer Service2nd month was charged $100 more than I agreed to. Contacted Customer service a week ago, still no refund. Food is great but Customer Service sucks.Date of experience: February 07, 2024",1,Pharma
Penny McCune,US,"Dec 20, 2022Verified","I have been a long time customer of…I have been a long time customer of PTF….I cannot say enough about the delicious food and EXCELLENT customer service behind the food! That is what keeps me coming back time & time again! You will NOT be sorry joining this program & team for weight loss!Date of experience: December 05, 2022",5,Pharma
Patrick,US,"Apr 10, 2023Verified","Great resultsMy order came in as promised and right on time. I started the program a few days later and after 10 days I already feel better. My belly seems to be shrinking and I don't have cravings. I eat a lot less and my physical activity is picking up. However the first few days were tough. My old habits wanted to kick in. I will finish this first 28 day order before  leave on a six week trip to various countries and will not be able to continue until I get back. You better believe I will reorder. I love the the spicy meals.Date of experience: March 27, 2023",5,Pharma
George Giese,US,"Nov 18, 2024Verified","I did not get notification of shipment…I did not get notification of shipment in time to avoid the billing. Date of experience: October 21, 2024",1,Pharma
Christy Dunn,US,"Apr 21, 2023Verified","I ordered a once month subscription but…I ordered a once month subscription but only received 2 weeks of food. I cancelled subscription for a second month. I paid $355 for subscription. When I chat with customer service they get back to me and say I only paid for 2 weeks. I don’t believe it was $355 for 2 weeks of food. I’ve had approx 6 chats with customer service. No result.Date of experience: April 13, 2023",1,Pharma
Annie,US,"Jul 17, 2023Verified","The helping hand I needed to kick startI feel ordering was easy and the site simple to navigate. The shipment was fast and the food was still frozen. I did have some substitutions done, I’m guessing maybe some choices were out of stock at that moment, nothing too far off from what I ordered so it was okay. I wish there was a calorie list for everything so I can track it on my fitness app. I’ve enjoyed the food so far and you can’t ask for easier clean up and preparation, throw bags in the microwave and throw them away. I’m down 11 pounds so far so not too shabby. I’m pretty happy with the program plus I don’t have to go grocery shopping for food just walk to the drink section and done,no temptation of buying food because I have it all in the freezer. I would recommend PTF.Date of experience: June 19, 2023",5,Pharma
Kim Bergin,US,"Nov 7, 2023Verified","Jake helps any time I call with any…Jake helps any time I call with any questions.My phone along with my electronic abilities sometimes don’t always cooperate with each other and he is always very helpful.Date of experience: October 24, 2023",5,Pharma
Ashley Bell,US,"Sep 11, 2023Verified","Personal Trainer Food is deliciousPersonal Trainer Food is delicious.  The food it delicious and easy to reheat.  I've tried other plans and have stopped because the food was too processed and higher in calorie than expected.  Following the program is easy.Date of experience: August 28, 2023",5,Pharma
Lisa Johnson,US,"Dec 13, 2022Verified","Highly recommendThey have gone up in price, but offer frequent discounts. Food is delicious. I’ve been doing this for three years or more. I have lost 70lbs overall. No exercise and have stopped the diet for months at. Time and gained back weight. I always go back to Personal Trainer. Highly recommend.Date of experience: December 13, 2022",5,Pharma
Mark Deschaine,US,"Nov 15, 2022Verified","A good way to control proportions and…A good way to control proportions and calories.  Orders are not usually what we order but close.  Have to watch for promo codes, we would never pay full price.Date of experience: November 01, 2022",2,Pharma
Danae Kangas,US,"Feb 22, 2023Verified","FIVE POUNDS DOWN 8 weeks ppthe food was WONDERFUL. so so easy to prepare and the variety was great. Being a mom of two kiddos under two, this meal plan was a life saver. 8 weeks postpartum and I saw a five pound difference in just two weeks with the help of personal trainer food 💕Date of experience: January 25, 2023",5,Pharma
travis hott,US,"Nov 7, 2024Verified","Be aware broken food bags Ordered it with a 2 day delivery. They tried to make it 9. I called they changed it back. I have a total of 8 protein bags that were opened so useless. I messsged them about and nothing. They used to be very good when I used them before. Now. Not so much. Date of experience: October 24, 2024",2,Pharma
Erica Espinal,US,"Jan 31, 2023Verified","I had issues with an order and after a…I had issues with an order and after a few tries was able to have it cancelled.  I do wish email responses were promptly replied, but all in all my issue was resolved before the meals were shipped.  Therefore, I am content with the outcome.Date of experience: November 26, 2022",4,Pharma
Mb110571,US,"Jan 31, 2023Verified","The food taste deliciousThe food taste delicious! I love the garlic, butter sauce, for the veggies. I love not having to count calories, and having the packets of food ready and just pop them in the microwave. Great jump start to weight loss!Date of experience: January 31, 2023",5,Pharma
Larry C,US,"Jul 24, 2023Verified","I have used your product…I have used your product (personaltrainerfood) often when I need to drop some body fat.  I enjoy the simplicity and the taste is great.  Will continue to use when needed.Larry C.Date of experience: June 26, 2023",5,Pharma
Juvahn Victoria,US,"Mar 29, 2023Verified","I recently tried the personal trainer…I recently tried the personal trainer prepared meal company, and I have to say, I was impressed with the overall quality of the food. The breakfast items were particularly delicious, and I loved that I had the option to choose the items carefully.However it came to the dinner options, I mistakenly opted for the pre-selected option instead of selecting the items myself. As a result, I received a lot of chicken meals that I'm not too fond of. This was my fault, and I wish I had been more careful in selecting the items as I did with the breakfast.That being said, the food itself is very fresh and of high quality, with a variety of vegetables and other ingredients. I would definitely recommend this meal delivery service, particularly who are looking for healthy and fresh options. Overall, a positive experience that I would use againDate of experience: March 01, 2023",4,Pharma
Dawn Harris,US,"May 8, 2023Verified","I love personal trainer food and the…I love personal trainer food and the food tastes great!  I didn’t begin my journey as yet due to other personal issues.   I will continue my journey because I know it works.Date of experience: April 10, 2023",5,Pharma
Vickie Foxworth,US,"Oct 9, 2023","They're a bit on the pricy sideThey're a bit on the pricy side,  but in all the times I've ordered from them,  never really had an issue... food is tasty and arrives well packaged and frozen.  These meals really helped me through my kitchen remodel and on busy nights when I can't find the time to cook.Date of experience: October 14, 2022",5,Pharma
Brittany Gordon,US,"Jan 2, 2023Verified","Very convenientWe had a baby a few months ago and getting this meal plan was such a good idea. Very convenient because we do not have time to cook anymore and it helps us really stay on track with eating healthy. Love their options. Would love if they had a cauliflower rice option though!Date of experience: December 12, 2022",5,Pharma
L Mcgrew,US,"Apr 15, 2023","Really like the meals and is the only…Really like the meals and is the only plan I used that I lost weight on. The meals are tasty and it fills me up. My cravings for junk food have subsided. The customer service is the best. I’ve had to stop delivery a few times and they easily accommodated my requests. Yes, they are a little more expensive than others, but it’s worth it to me. As long as the food stays tasty, I’m a customer.Date of experience: March 30, 2023",5,Pharma
Reshma Vincent,US,"Mar 8, 2023Verified","Such a great experienceSuch a great experience. Ordering was easy and delivery was fast! It was delivered cold and meant to stay cold in the box for up to 24 hours. Next the food! Delicious! I was pleasantly surprised and it made eating healthy easy.Date of experience: February 12, 2023",4,Pharma
Paul,US,"Jan 4, 2023Verified","I sent a cancel to this order well…I sent a cancel to this order well within the 4 days. The request was accepted but now got notification my order shipped. I have no room for the order!!! Where do I store it? I don’t want it.Date of experience: January 03, 2023",1,Pharma
Carol,US,"Jul 27, 2024Verified","It is all very clear and easy to…It is all very clear and easy to navigate. The food is great as long as you are prepared for healthier foods. I love it. Shipping is fast and always on time. I like that I can choose the delivery date. I have never had a problem with PTF in the 5 years I’ve purchased. Date of experience: July 11, 2024",5,Pharma
Pat keylor,US,"Mar 14, 2023Verified","Ordering is easyOrdering is easy. The food is just what you expect from the descriptions and is tasty. It’s so convenient having 4 weeks of meals at your fingertips.Date of experience: March 13, 2023",5,Pharma
MICHAEL K PORTERFIELD,US,"Oct 18, 2022Verified","I liked the variety of meats and…I liked the variety of meats and vegetables offered for lunch and dinner. Wish there were more hearty breakfast options that do not contain cheese.Date of experience: October 17, 2022",4,Pharma
JT,US,"Nov 21, 2023Verified","Breakfast is often overcooked or burntBreakfast is often overcooked or burnt. Cost is expensive compared to other prepared meals that have more flavor.Date of experience: November 06, 2023",3,Pharma
Gina Seufer,US,"Mar 4, 2024Verified","Still waiting for my siracha sauce as…Still waiting for my siracha sauce as promised and my extra entree/veggie items. Please send. Thank you. GinaDate of experience: February 05, 2024",2,Pharma
Nick Herr,JM,"Jan 30, 2023Verified","Description and instructions rub off of…Description and instructions rub off of the packaging very easily Navigating through to make a change to subscription is difficult, almost like it’s that way on purposeDate of experience: January 26, 2023",2,Pharma
Chloe G,US,"Jun 8, 2023Verified","Absolutely WonderfulAbsolutely Wonderful! The shipping was SO fast. The customer service was great, the quality of the food was wonderful! I feel so much healthier after starting this program😊Date of experience: May 10, 2023",5,Pharma
Richard Bell,US,"Mar 4, 2024Verified","Substitutions of meals when requested…Substitutions of meals when requested meal is not available.  Should be some kind of way to reject substitution.  Date of experience: February 19, 2024",3,Pharma
Annmarie Bebco,US,"Nov 7, 2022Verified","Love the convenience  and the food tastes…Love the convenience  and the food tastes amazing.Sometimes portions are inconsistent. Took my favorite, Italian chicken buffalo bites off the menuDate of experience: October 27, 2022",4,Pharma
Anne,US,"Sep 28, 2022Verified","Service was great and program worksService was great. I had no issues at all. Food was pretty good. Let’s remember, it’s pre-cooked and pre-packaged food, so it’s not like it’s going to taste like it came from a 5 star restaurant. I’m 2 weeks in and have lost 9 pounds. I have followed it faithfully. I was really surprised by how good the sausage links were. I didn’t care for the texture of the beef fajitas, nor the salmon. Other than that, I have been very pleased.Date of experience: September 14, 2022",5,Pharma
John Touhsant,US,"May 2, 2023Verified","I was charged $384 for first deliveryI was charged $384 for first delivery. I thought that was for month. 2 weeks later another $260. I refused that one. Feels like ripoff. 2 weeks of food for 384. No way. Food was fair but small. Printing on bags mostly unreadable.Date of experience: April 04, 2023",1,Pharma
M S,US,"Aug 7, 2023Verified","The food is okThe food is ok, but they never sent the extra sauce I paid for.  I've reached out 3 times and each time they say they are shipping it, but I have never received it.  Don't think I'll order again.Date of experience: July 24, 2023",2,Pharma
TXOESR,US,"May 9, 2023Verified","Lost order, short on foodWell, first of all, I had to order twice.  The first order was lost and I only live 15-20 minutes down the road from where this was shipped from.  Second, 4-5 of the items that I wanted, was not available.  Third, it took 4 days to get the second order to me.  I have been a customer on and off since PT food started and this was the worst experience I have had with PT Foods.  I hope that this is just a one off sort of thing.Date of experience: April 11, 2023",3,Pharma
Mary Ann A Parente,US,"Apr 9, 2024Verified","Clearer directions on what can and…Clearer directions on what can and can’t be eaten.  Some food doesn’t heat well in microwave - gets rubbery Date of experience: March 26, 2024",3,Pharma
Jennifer,US,"Dec 18, 2023Verified","Do it Now!Personal Trainer food takes the guess work out of shopping for and prepping meals. On top of that, it’s delicious!Date of experience: December 03, 2023",5,Pharma
Anna_loves_avocado,US,"Oct 31, 2023Verified","The food was quickly delivered to my…The food was quickly delivered to my door, and everything was frozen. I loved the minimal packaging, the great flavor, and the variety that is offered through this company.Date of experience: October 02, 2023",5,Pharma
D. Duffee,US,"Dec 27, 2022Verified","Tasty, easy, and Keto friendlyThe food is varied, tasty, filling, and Keto friendly.  It's so easy to grab a protein and a vegetable, pop them in the microwave and 3 minutes later dinner is served!Date of experience: December 27, 2022",5,Pharma
Gg,US,"Nov 1, 2022Verified","Food selection is as good as alwaysFood selection is as good as always. So is the taste. I miss not being able to order Asian chicken boats, however.Date of experience: October 24, 2022",4,Pharma
Chandamita Devi,US,"Feb 26, 2024Verified","Very good experienceVery good experience. Meals are all fresh . I can see a difference in my weight lost 4 pounds in 2 weeks . Delivered on time . Well packaged Date of experience: February 12, 2024",5,Pharma
Alice M Joyner,US,"Jan 31, 2024Verified","Meat and breakfast items okMeat and breakfast items ok, vegetables has ice particles in the bag and the quality is very poor!Date of experience: January 03, 2024",2,Pharma
Julie Goswick,US,"May 8, 2023Verified","Healthy, Quick MealsI've been using Personal Trainer Food for years.  Excellent quality, reliable delivery, quick and healthy meals for work and home.Date of experience: April 10, 2023",5,Pharma
Terri Gill,US,"Nov 10, 2022Verified","Delicious and satisfyingFasting before receiving my food broke my plateau. Yayyy! The food is delicious, portions are filling and I have lost 6lbs in the first week! Thank you PTF!Date of experience: October 29, 2022",5,Pharma
Didem Guneren,US,"Nov 21, 2023Verified","Really love all the food items I have…Really love all the food items I have received!Very easy to make selections online and they have such a nice and different meal choices available.Whatever yo can think of is available!Thank you so much! I will buy again!Date of experience: November 07, 2023",5,Pharma
Melinda H.,US,"Nov 16, 2022Verified","Helped me lose 30lbs!I find Personal Trainer food to be very good. The portions and the variety of food is great. It works very well for me. I have lost 30lbs and continue to purchase it to help me maintain my weight loss.Date of experience: November 16, 2022",5,Pharma
Dana D,US,"Feb 14, 2023Verified","Personal trainer is a speedy servicePersonal trainer is a speedy service. Came very fresh with lots of Ice and dry ice for safety. Order was detail oriented and on time.Date of experience: January 30, 2023",5,Pharma
Renee,US,"Nov 30, 2023Verified","The food is deliciousThe food is delicious. Portions are filling. I wish there were diet desserts to calm an occasional sweet tooth.Date of experience: October 23, 2023",5,Pharma
Keytok,US,"Feb 20, 2024Verified","Pretty good taste considering the…Pretty good taste considering the simplicity. Should include sauce. Expensive for what it is.Date of experience: February 05, 2024",4,Pharma
Sherry Harrison,US,"Aug 6, 2023Verified","Received food on date requestedI received my food on the date requested. My husband and I enjoy using Personal Trainer Food occasionally for maintaining our health and weight goals.Date of experience: July 03, 2023",5,Pharma
Kathleen Hall,US,"Mar 13, 2023Verified","Food is good and easy to followFood is good and easy to follow.  The price is why I quit.  I thought the 297 I pd was for the whole month then they said I needed to pay another darn near 300 for the last two weeks delivery.  Not paying 600 a month on frozen food.Date of experience: March 13, 2023",4,Pharma
Michelene,US,"Jan 16, 2023Verified","Easy Control!So far so good! Easy way to control your choices and serving sizes.Food is excellent and love the fact that it is not highly processed.Lots of choices and I am a picky eater. 7lbs lost in the first week(What?!) Thank you Personal Trainer Food!Date of experience: January 05, 2023",5,Pharma
Gloria Andrews,US,"Dec 7, 2022Verified","Fresh Frozen SelectionsAll my selections arrived in a fresh frozen state. Personal Trainer is very helpful in permitting me to schedule or re-schedule my preferred delivery date.Date of experience: December 01, 2022",5,Pharma
Monica Dup,US,"Aug 21, 2023Verified","great tasting, easy prepThank you for your on-time delivery of great tasting, easy prep, balanced meals.Date of experience: July 24, 2023",5,Pharma
B TAYLOR,US,"Jan 23, 2023Verified","Repeat PTF FanI've used this program for several years to jump start my healthy eating habits.  The food is always great!Date of experience: January 23, 2023",5,Pharma
Kathie H,US,"Feb 2, 2023Verified","Easy to grabEasy to grab, microwave and know that it is portioned out for me.  So far happy with most of my choices of meat..a few have been too spicy for me but it's all good and the veggies are all goid.Date of experience: February 01, 2023",4,Pharma
JASON L,US,"Jun 11, 2024Verified","Great tasting food The food is great and will keep you satiated. It’s kind of expensive, try to get it with the discount Date of experience: May 13, 2024",5,Pharma
Margaret Mueller,US,"Jun 17, 2024Verified","I’m never hungry and I’m never hungry and cravings diminish! So easy to follow and the weight falls off! Date of experience: June 03, 2024",5,Pharma
PT,US,"Mar 8, 2023Verified","The food tasted freezer burnt/not…The food tasted freezer burnt/not fresh! The delivery and the info about weight loss was good tho.  Not happy about having to waste the money I spent and the food that was sent to me.Date of experience: February 08, 2023",3,Pharma
DM,US,"Jan 22, 2024Verified","Rotten food delivered & poor Customer ServiceRotten food delivered and still look 5 days for customer service to respond.Date of experience: January 08, 2024",1,Pharma
Tammy Simendinger,US,"Mar 29, 2024Verified","The food taste great!The food taste great!I like the easiness of the frozen food.  It's easy to pop in the microwave.  Sometimes though I will get an empty packet.Date of experience: February 26, 2024",5,Pharma
TYSON MANNING,US,"Oct 17, 2022Verified","I love this food!I love this food. It makes it very easy to stick to a diet plan. Easy to warm up and it's delicious. My personal favorite are the sausages. Yum!Date of experience: October 03, 2022",5,Pharma
Susan D,US,"Jul 3, 2023Verified","Tastes Great, Healthy and a Time SaverReally great food, quick preparations and easy healthy meals. Losing weight and on track to reach my goal.Date of experience: June 19, 2023",5,Pharma
SouthernSkyGuy,US,"Sep 11, 2023Verified","Food often arrives thawedFood often arrives thawed - all dry ice melted and items cold but no longer frozen.Date of experience: August 28, 2023",3,Pharma
Thomas Harrison,US,"Jul 11, 2023Verified","The quality of the food was excellentThe quality of the food was excellent, delivery and packaging was timely and well done.Date of experience: June 26, 2023",5,Pharma
Agnes Ampomah,US,"Sep 13, 2023Verified","The food was microwave ready in minutes…The food was microwave ready in minutes and I enjoyed the variety of foods they provided 🙌🏿Date of experience: August 16, 2023",4,Pharma
AnonyMouse,US,"Apr 22, 2024Verified","Good customer serviceGood customer service. Just be aware of the hours they're available Date of experience: March 25, 2024",5,Pharma
David Mathers,US,"Dec 20, 2022Verified","healthy and satisfying mealsThe meals are very tasty and healthy, also there is much variety available.  great for maintenance plansDate of experience: December 06, 2022",5,Pharma
MICHAEL,US,"Feb 21, 2024Verified","Great Service Easy to use website. Many choices so menu doesn't get boring. Good protein items. Easy to plan your day. Date of experience: February 07, 2024",5,Pharma
Tim Musgrave,US,"Nov 16, 2023Verified","Personal Trainer is the Best!Our order was received promptly, accurately and the customer service has always been very helpful and friendly.Date of experience: November 01, 2023",5,Pharma
Mariah Gonzalez,US,"May 30, 2023Verified","The website was easy to use and…The website was easy to use and everything I ordered came exactly how it looked! I was able to lose weight while also building lean muscle!Date of experience: May 08, 2023",5,Pharma
DD Larson,US,"Jul 4, 2024Verified","Love PTF!Product quality is great, customer service is excellent, prices are fair.Date of experience: June 19, 2024",5,Pharma
Mike Whittaker,US,"Feb 13, 2023Verified","Food is good but I was not prepared for…Food is good but I was not prepared for the amount of space it would take up in my freezer.Date of experience: January 30, 2023",4,Pharma
Adam,US,"Jul 12, 2023Verified","Super fast shipping & great quality!Food arrived well prepared within 2 days. Great quality and easy to prep.Date of experience: June 14, 2023",5,Pharma
Cindy Cassel,US,"Apr 11, 2023Verified","Very easy to orderVery easy to order, I like the food a lot and I would highly recommend to anyone!Date of experience: March 27, 2023",5,Pharma
Jeremy Drahos,US,"Dec 13, 2022Verified","Effective and worth it!I've used PTF on and off for many years.  It's absolutely effective and worth it!Date of experience: November 18, 2022",5,Pharma
Steve Balog,US,"Dec 19, 2024Verified","Jake in customer serviceDate of experience: December 05, 2024",5,Pharma
Trae L,US,"Oct 26, 2023Verified","Improvement neededQuarter of food was miss labeled. My order was not totally filled and still have not received the rest of my order.Date of experience: September 25, 2023",3,Pharma
Trudy Cocroft,US,"Jul 10, 2023Verified","I don’t think the food is as good as it…I don’t think the food is as good as it used to be.  I hadn’t order in a couple of years and was anxious to get back on the programDate of experience: July 10, 2023",3,Pharma
Mike Malone,US,"Jan 30, 2024Verified","I didn’t get the discount right away…I didn’t get the discount right away but you corrected itDate of experience: January 02, 2024",4,Pharma
Lora,US,"Apr 7, 2023Verified","Love the foodLove the food! Wish it was a little less expensive because I would buy it a lot more often it is was.Date of experience: March 09, 2023",5,Pharma
Lana Blum,US,"Oct 11, 2023Verified","It works!Wonderful - fast shipping- great quality food- program is outstanding ! Love the results!Date of experience: September 25, 2023",5,Pharma
Alyssa Lewandowski,US,"Nov 13, 2023Verified","Delicious foodDelicious food, actually tasteful. I gave 4 stars because preparation and storage instructiond is not totally clear.Date of experience: October 16, 2023",4,Pharma
Natalie Marshall,US,"Jun 13, 2023Verified","What makes it the best is that you have…What makes it the best is that you have all three meals. It’s really taught me what to eat as well as what to look for on the labels.Date of experience: May 30, 2023",4,Pharma
Elaine Buchanan,US,"Feb 13, 2023Verified","I had been on this for years and then I…I had been on this for years and then I stopped for a couple years. I got very tired of the same food. I just ordered again and already feeling tired of the same thing. You need more variety.Date of experience: January 16, 2023",4,Pharma
Kelsey W,US,"Jul 17, 2023Verified","Love!!!My experience was a great one. I lost 5 lbs and overall loved the meals.Date of experience: June 19, 2023",5,Pharma
Ryan T,US,"Aug 29, 2023Verified","Excellent food and serviceExcellent food and service. The results speak for themselves.Date of experience: August 15, 2023",5,Pharma
Brett Rodgers,US,"Oct 17, 2022Verified","Great foodGreat food and the order was delivered earlier than expected.Date of experience: September 21, 2022",5,Pharma
Frances,US,"Nov 8, 2023Verified","Package came on the date promised with…Package came on the date promised with no problem.Date of experience: October 25, 2023",5,Pharma
Christy Fagan,US,"Feb 1, 2024Verified","Food is always greatFood is always great.  Delivery fast and with plenty of dry ice.Date of experience: January 03, 2024",5,Pharma
Dare Adeleke,US,"Jul 10, 2023Verified","Transformative Experience with PersonalTrainerFood.com!I recently embarked on a health and fitness journey, and I can confidently say that PersonalTrainerFood.com has been an absolute game-changer for me. From their delicious meals to their amazing portioned meals, every aspect of my experience has been phenomenal. Here's why I highly recommend PersonalTrainerFood.com:High-Quality, Tasty Meals: The meals provided by PersonalTrainerFood.com are not only nutritious but also incredibly delicious. They offer a wide variety of options, accommodating various dietary preferences and restrictions. The ingredients used are fresh, and the flavors are well-balanced, making each meal a delight to savor.Convenience and Time-Saving: PersonalTrainerFood.com understands the value of time, and their service is designed with convenience in mind. The meals are pre-portioned and ready-to-eat, requiring minimal preparation. This has been a tremendous time-saver for me, especially during busy workdays when I can simply heat up a meal and enjoy a nutritious lunch or dinner without any hassle.Customization Options: One of the standout features of PersonalTrainerFood.com is their commitment to customization. They offer flexibility in selecting meals based on personal preferences and dietary goals. Whether you're looking to lose weight, maintain a healthy lifestyle, or build muscle, they have a range of options to suit your needs.Visible Results: After incorporating PersonalTrainerFood.com into my fitness routine, I have experienced remarkable results. I've not only lost weight but also noticed an improvement in my overall energy levels and well-being. Their meals, combined with regular exercise, have truly transformed my body and boosted my confidence.In conclusion, PersonalTrainerFood.com has exceeded my expectations in every aspect. Their meals are delicious and convenient, their customer service is outstanding, and the visible results I've achieved have been incredible. If you're looking for a reliable and effective way to achieve your health and fitness goals, I highly recommend giving PersonalTrainerFood.com a try. You won't be disappointed!Note: This review is based on my personal experience with PersonalTrainerFood.com and may vary for others.Date of experience: June 12, 2023",5,Pharma
Amy,GB,"Jun 5, 2024Verified","Convenient, tasty food that aligns with my health goals! Tasty food with plenty of options. It truly does make healthy eating easy! Date of experience: May 07, 2024",5,Pharma
Pat Rice,US,"Sep 5, 2023Verified","I have too much food to storeI have too much food to store.  Please speak to me before you ship more? Patricia RiceDate of experience: September 05, 2023",5,Pharma
Toby Thurman,US,"May 14, 2024Verified","I have been a repeat customer for years. It works.Date of experience: April 30, 2024",5,Pharma
Gokce Ercan,US,"Jan 24, 2024Verified","The food was deliciousThe food was delicious. They saved my 14 days. İ’ll order again.Date of experience: January 10, 2024",5,Pharma
ned,US,"Mar 27, 2023Verified","food is excellent taste and easy to…food is excellent taste and easy to prepareDate of experience: March 13, 2023",5,Pharma
vet,US,"Dec 12, 2023Verified","I love the convenience this plan offers.Date of experience: November 28, 2023",5,Pharma
